what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333371058211
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1333371068741
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1333371068984
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1333371069012
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1333371069184
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1333371069376
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371069823
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371070797
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371071288
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371072486
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1333371076058
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1333371076086
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1333371076100
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1333371076291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371078716
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371078949
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371080853
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371081749
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371086160
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371092844
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371095650
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371111570
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333371127026
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333371134089
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371135607
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371136628
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371137075
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371147774
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333371160343
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333371163675
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371213498
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371214403
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333371222887
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333371225058
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333371228359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371229284
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371237622
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371239084
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371254560
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333371265173
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333371266342
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333371286439
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333371288412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371291626
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371295212
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371344541
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371348679
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333371350835
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333371355036
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371357402
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371379754
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333371404882
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371406205
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371408385
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333371441906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371445423
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371447414
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371448805
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371451895
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333371454210
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333371475235
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333371476974
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333371506571
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333371510051
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333371511295
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333371518787
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371522387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371523429
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371524971
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371537414
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371555709
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371558874
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371571646
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371748877
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371749447
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371750964
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371752705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371753870
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371754858
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371790926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371792065
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371798321
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371800630
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371803465
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333371803496
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371803605
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371825874
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333371825905
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371835094
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371835921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371836576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371850945
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371866218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371878386
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371882036
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371888074
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333371910662
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333371918026
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1333371928821
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333371937994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371942627
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371954298
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371965998
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333371988197
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372009257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372009835
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333372064732
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333372066510
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333372075184
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333372077337
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333372081564
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333372092016
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1333372193572
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333372194212
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333372200421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333372203572
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1333372323724
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333372332772
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1333372341632
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333372346453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333372347623
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333372359073
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333372360243
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333372364908
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372401146
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372402160
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372404204
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372412614
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372418217
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372422866
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372454113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372455095
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372456827
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372462835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372468857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372469793
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372470619
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372480730
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372531680
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372532553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372534784
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372538483
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1333372539872
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1333372542040
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372547814
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372553774
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333372554476
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372559390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372560450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372564241
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372569890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372591777
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372620122
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333372642212
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333372643335
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333372650511
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372651790
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372662601
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333372675222
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333372675612
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333372676782
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333372678763
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1333372680011
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333372682741
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333372684363
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333372691602
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333372694160
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333372696407
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333372697452
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333372697733
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333372710447
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333372714113
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333372730009
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372736345
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333372747327
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333372763426
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333372765860
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1333372768496
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333372769744
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1333419019465
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1333419019465
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1333419019465
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1333419019481
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1333419019496
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1333419019496
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1333419019512
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1333419019512
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1333419019528
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1333419019528
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1333419019559
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1333419019559
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1333419019559
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1333419019559
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1333419019590
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1333419019621
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1333419019621
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1333419019652
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1333419019652
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20120130-0943,"org.eclipse.emf.common.ui",1333419019652
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1333419019699
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1333419019699
started,bundle,org.eclipse.emf.edit,2.7.2.v20120130-0943,"org.eclipse.emf.edit",1333419019730
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20120130-0943,"org.eclipse.emf.edit.ui",1333419019730
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1333419019762
