what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333464900607
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333464900876
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333465044760
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333465064476
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333465186449
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1333465204634
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1333465286353
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1333465321884
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333465325352
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333465325599
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1333465327851
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333465329664
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333465329895
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1333465351652
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1333465351850
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1333465351899
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1333465352075
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1333465352342
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333465352998
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333465356546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333465363602
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333465375401
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333465391742
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333465395034
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333465403638
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333465411277
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1333465448649
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333465452086
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333465452308
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1333465515379
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1333465520546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333465533278
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333465534429
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1333465539818
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333465542397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333465542643
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333465544680
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1333465548762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1333465579492
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1333465619841
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1333465632500
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1333465632571
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333465632584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333465634520
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333465636331
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1333465636331
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1333465639100
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333465653437
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1333465675782
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333465700167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333465741618
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333465744674
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333465744833
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1333465745229
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1333465745624
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1333465745674
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1333465745699
